TRANSACTIONID,CUSTOMERID,ACCOUNTID,TRANSACTIONTYPEID,BRANCHID,DATEID,AMOUNT,BALANCEAFTERTRANSACTION
4723,14371,24371,1,80,381,4317.82,15919.31
4724,7183,1152,3,53,95,4133.58,17902.16
4725,1225,5876,3,33,994,3378.14,4734.03
4726,14229,24229,1,6,244,1459.21,16020.7
4727,3438,7597,3,21,1015,3465.71,8324.31
4728,12898,8789,3,61,524,4533.26,13931.37
4729,1452,11452,1,50,936,4777.14,17914.94
4730,4206,14206,1,41,202,875.53,9261.06
4731,722,10722,2,96,871,357.47,5554.59
4732,7938,17938,2,42,775,4486.2,11420.86
4733,3268,13268,1,61,1059,3638.09,2384.39
4734,1737,2704,3,44,448,1856.05,14719.79
4735,12281,22281,2,86,116,916.3,5628.19
4737,317,10317,1,68,242,4640.1,17047.29
4738,7206,8567,3,93,176,4698.94,14893.16
4740,1330,6188,3,88,864,4149.11,1026.88
4741,7469,17469,2,37,941,4114.81,4943.75
4742,11857,5770,3,68,938,1930.91,19069.7
4743,10980,20980,2,35,915,3582.21,4659.4
4744,14746,24746,1,32,686,477.97,15798.66
4745,5765,15765,1,16,814,570.36,5414.01
4746,7373,6362,3,89,1074,1969.92,8484.64
4747,4924,14924,2,49,986,207.35,15419.7
4749,4456,14456,2,79,840,3382.35,13216.14
4751,2017,8031,3,88,1092,4798.62,2233.45
4752,13461,4742,3,56,673,2577.95,19647.6
4753,10679,20679,1,82,808,2843.86,13159.92
4756,4201,14201,2,30,1088,3279.6,16333.17
4757,14812,24812,1,84,106,1043.66,6907.29
4758,682,10682,2,69,1078,3220.95,7725.69
4759,3232,13232,1,39,555,1709.92,16872.38
4760,8141,18141,2,82,955,2254.97,9195.65
4762,5501,15501,2,5,1020,2464.91,1556.17
4763,14445,7003,3,37,256,3906.75,12921.15
4764,1169,25755,2,32,105,4347.15,13941.24
4765,10978,20978,2,98,1048,1210.83,4642.18
4766,4121,14121,2,48,682,1392.76,19441.7
4767,955,10955,1,44,1073,4402.29,17415.09
4768,6442,16442,2,55,887,4712.92,6728.91
4769,5421,8502,3,51,562,172.59,15690.32
4770,5034,15034,2,63,315,479.2,9467.41
4771,8845,18845,1,98,480,3527.24,7892.19
4772,1288,9973,3,4,1083,2828.58,6443.64
4773,10335,20335,1,72,181,197.36,17843.4
4774,1562,11562,1,53,787,2167.92,11679.01
4775,5366,15366,1,90,880,3025.13,10338.14
4776,1223,11223,2,47,1024,4081.15,1308.58
4778,12311,22311,1,47,642,194.33,16335.06
4779,691,718,3,82,1089,1455.16,17675.53
4780,11139,1488,3,25,314,878.57,12547.52
4781,6482,16482,1,98,869,3925.46,8938.36
4782,5407,6476,3,64,1010,790.51,11508.02
4783,4063,25438,2,74,477,63.1,17427.4
4784,10789,9660,3,68,913,4976.81,14991.89
4785,1527,11527,2,4,185,3589.13,1163.5
4786,9499,19499,2,54,24,2106.7,9813.8
4787,10906,20906,1,91,567,706.68,2559.08
4788,711,10711,2,66,625,3394.08,6003.17
4789,10920,20920,1,43,628,654.15,6428.85
4790,11245,1655,3,56,1030,4794.47,3489.87
4791,14424,24424,1,24,573,1076.06,16821.16
4792,2417,1626,3,15,504,2803.76,4587.83
4793,5774,5947,3,79,627,3885.74,1238.42
4794,495,10495,1,87,1086,1387.16,19296.1
4795,643,6651,3,99,1092,1059.0,7155.17
4796,12979,22979,2,3,603,3134.56,14336.99
4797,3219,4155,3,88,142,729.61,7948.01
4798,8513,18513,1,45,1024,2738.04,3096.22
4800,3773,6720,3,85,838,2920.44,13011.35
4801,7454,17454,1,66,91,2699.06,13029.05
4802,2230,12230,2,46,427,4891.75,19843.17
4803,7866,17866,2,60,1065,1771.57,11623.87
4804,10451,20451,1,8,1075,4326.25,17920.13
4805,13303,23303,1,6,1084,211.78,13925.13
4806,3970,13970,2,37,1081,3960.6,15534.87
4807,14988,25341,1,23,990,4607.94,1669.04
4808,12901,435,3,4,454,4995.57,6509.15
4809,2361,12361,1,58,897,999.51,13423.32
4810,8951,18951,2,99,531,3471.48,6348.97
4811,8259,6017,3,3,496,4037.98,18608.5
4812,6467,16467,2,77,599,1945.58,2758.94
4813,4202,14202,2,6,155,129.86,13484.17
4814,4342,3979,3,100,543,2340.08,3153.54
4815,2274,1652,3,16,261,4930.02,17662.74
4816,2263,12263,1,66,621,2577.76,12418.2
4818,12816,22816,1,17,175,3147.21,19239.84
4819,10438,415,3,93,1053,4717.64,582.16
4820,6097,1331,3,41,123,1040.82,16138.24
4821,8381,18381,1,14,493,198.78,18729.24
4822,8608,5023,3,17,216,4330.99,19736.56
4823,4055,14055,1,1,384,1751.93,7920.3
4824,11490,21490,2,74,723,3233.85,17731.97
4825,14044,24044,1,25,761,2742.69,3467.05
4826,13234,23234,2,34,897,2228.5,4511.77
4827,14678,24678,2,22,947,2360.92,19321.28
4828,5442,15442,2,44,603,297.93,6361.17
4829,2414,3223,3,32,377,4412.1,2578.57
4830,11669,21669,2,39,940,3231.95,16608.89
4831,7435,7340,3,95,923,4561.35,13110.08
4832,12976,22976,1,32,590,2321.74,7721.5
4833,9503,19503,1,89,1015,1726.11,9915.12
4834,10074,20074,1,98,927,2272.01,2114.1
4836,2573,12573,1,51,645,2650.14,16025.97
4837,8279,18279,2,35,902,266.68,2254.45
4838,8190,18190,2,71,201,3915.58,8592.39
4839,332,10332,2,5,942,2705.89,17248.09
4840,7035,17035,1,91,33,3460.56,9346.26
4841,947,10947,1,42,644,544.92,10256.07
4842,1052,11052,1,52,879,3313.06,2350.04
4844,5225,15225,1,79,536,2647.43,2793.44
4845,177,2744,3,20,12,2061.86,14014.04
4847,10160,20160,1,62,935,3898.83,5099.5
4849,7795,17795,1,15,405,2240.51,18175.4
4850,3791,7929,3,7,1024,1283.9,6225.92
4851,7857,17857,1,100,834,470.01,904.59
4852,1115,11115,2,11,1059,1788.14,10967.22
4853,3853,5587,3,92,93,2491.46,9588.46
4854,2829,8932,3,13,595,3325.03,15255.64
4855,11366,9787,3,27,1092,4412.49,5457.13
4856,1045,11045,1,92,364,315.39,12633.95
4857,12422,7703,3,38,688,3852.02,5068.16
4858,14533,5852,3,43,868,4613.68,19512.03
4859,8637,2962,3,80,524,3645.12,17013.21
4860,398,10398,1,84,545,877.38,9281.57
4861,1152,2028,3,99,984,4373.13,9373.07
4862,9138,7641,3,11,867,376.47,19870.57
4863,11018,21018,2,16,534,3912.16,6906.18
4864,5063,15063,2,3,422,4143.1,7801.72
4865,5543,15543,1,72,610,1531.21,11308.56
4866,2376,12376,2,90,697,2122.93,4921.1
4867,3375,13375,2,18,659,1487.14,2491.06
4868,9048,7654,3,7,638,4095.45,6131.57
4869,14241,24241,2,40,897,4837.54,8332.05
4870,1690,17,3,76,708,418.46,19343.72
4871,10939,20939,2,81,1031,291.69,12769.76
4872,13902,23902,2,10,1081,822.08,6875.86
4873,8938,18938,1,30,931,881.95,10344.99
4874,6279,16279,1,96,641,4750.75,14969.61
4875,5811,8191,3,94,308,2251.07,13075.94
4876,14068,24068,2,69,179,4604.64,15132.32
4877,12544,3307,3,63,353,4966.53,6204.48
4878,5225,15225,1,87,171,4963.82,13895.73
4879,14320,24320,1,46,907,1032.89,12849.45
4880,11132,21132,1,99,949,1372.55,5825.24
4881,8177,18177,1,99,846,3535.0,17923.27
4882,11580,21580,1,32,400,3309.11,951.71
4883,9831,19831,2,60,26,669.39,18354.98
4884,13306,23306,1,50,705,3807.94,16747.69
4885,223,505,3,67,845,1779.73,6440.4
4886,11442,6875,3,90,68,1684.82,19308.37
4888,6858,5559,3,56,664,1350.92,3518.35
4889,7453,17453,2,66,405,2771.18,15891.91
4890,7615,4522,3,61,678,3802.53,2470.15
4891,3816,13816,2,59,699,2250.68,2935.73
4892,11770,1888,3,94,1054,1419.26,7680.4
4893,9664,19664,1,67,476,4031.82,11881.67
4894,3351,13351,2,87,968,1880.6,13258.57
4895,14955,24955,2,3,574,724.02,10175.07
4896,9347,6585,3,33,726,2464.9,17724.89
4897,11471,25253,2,62,822,1208.41,16238.0
4898,5473,15473,2,80,1014,438.82,5794.33
4900,14529,24529,2,100,275,1771.43,3319.47
4901,13481,23481,2,80,386,2255.44,11579.5
4902,13160,23160,2,47,392,2760.0,1320.53
4903,6104,16104,1,78,10,2313.46,10941.81
4904,12383,22383,2,1,545,3301.04,17262.09
4905,7324,6175,3,55,604,101.31,1696.51
4906,13728,23728,2,23,930,2680.4,9889.25
4907,950,10950,2,69,847,2265.57,3417.89
4908,8517,3712,3,75,723,3527.15,9765.84
4909,890,7,3,92,239,3511.05,5757.83
4910,14197,24197,1,95,859,2830.19,3728.12
4911,5975,15975,1,99,519,2829.83,4287.78
4912,11084,21084,2,64,924,1216.85,8234.16
4913,14292,24292,1,89,677,640.52,9047.09
4914,14341,935,3,32,969,2470.16,2038.9
4915,9371,2643,3,65,744,3215.27,16119.67
4916,13578,23578,1,84,386,1734.04,12709.84
4917,7428,587,3,8,571,958.61,8713.49
4918,13666,4283,3,3,1095,1546.05,2934.29
4919,14686,24686,1,71,1001,3952.56,1295.21
4920,10113,20113,1,42,807,626.1,10208.14
4921,11151,21151,2,4,1077,4912.68,15196.09
4922,12364,22364,1,69,407,3900.81,995.78
4923,3433,2816,3,71,864,3443.22,14687.22
4924,1619,728,3,87,733,4753.05,12453.91
4925,1395,11395,1,71,330,84.48,7700.25
4926,2524,8957,3,22,246,2610.66,905.76
4927,13837,8121,3,67,796,1712.41,12821.3
4928,13380,3473,3,77,1070,3042.21,17800.88
4930,11270,4894,3,42,1047,382.32,5362.77
4931,11335,21335,1,75,935,362.94,16552.06
4932,1711,2520,3,21,327,480.64,13029.39
4933,9817,7082,3,50,916,1017.94,15717.94
4934,4745,14745,2,75,235,4293.78,15770.35
4935,10885,20885,2,89,88,3202.17,13265.28
4936,14231,24231,1,1,1015,1187.77,9666.88
4937,578,10578,1,31,866,4096.51,9017.5
4938,11384,2906,3,19,413,2473.81,2927.6
4939,3283,13283,2,3,666,1667.58,12785.41
4941,5009,7029,3,70,244,4044.82,7846.77
4942,1618,11618,1,74,683,721.21,18240.83
4943,2924,12924,1,63,68,3833.52,12362.58
4944,4128,14128,1,36,969,1427.86,1860.67
4945,1811,11811,2,26,380,1480.22,2462.1
4946,968,10968,1,68,1036,4736.45,12220.57
4947,8213,18213,2,60,1050,214.36,8163.74
4948,8021,6151,3,73,951,3918.6,18474.34
4949,12911,22911,1,93,935,75.23,15283.77
4951,10666,20666,2,44,1008,523.13,14568.49
4952,703,10703,2,21,514,1430.78,2989.94
4953,7566,17566,2,57,393,3159.33,7763.19
4954,5278,15278,2,34,387,377.23,9656.99
4955,5310,15310,1,45,1092,819.75,19477.51
4956,11712,21712,2,54,1039,3878.91,15851.34
4957,12524,22524,2,58,151,802.7,17068.27
4959,13103,23103,2,33,35,3694.65,9706.59
4960,11727,6557,3,15,913,3398.26,15574.02
4961,8822,6348,3,19,452,2320.98,17579.63
4962,3716,451,3,92,1054,86.41,8630.95
4963,10243,20243,2,60,175,1763.62,9058.82
4964,14207,24207,2,90,1078,4559.4,15794.24
4965,709,3872,3,92,672,1807.12,1928.89
4966,14993,24993,2,16,773,3141.56,13106.15
4967,10266,20266,2,89,216,3416.56,10880.11
4968,12075,22075,2,45,820,76.81,7044.14
4970,14309,24309,1,81,556,195.6,3162.3
4971,4931,14931,2,5,182,781.95,16139.79
4972,1784,1738,3,38,315,4729.28,10423.08
4973,13245,3135,3,38,132,581.12,5056.23
4975,12292,22292,1,96,908,4283.63,12628.91
4976,4047,4627,3,18,700,1709.63,18200.73
4977,10476,20476,1,75,1024,2936.58,6144.04
4978,5181,215,3,7,972,4055.99,17156.36
4979,14986,4958,3,74,817,1346.53,6712.1
4980,14892,4024,3,30,364,2765.17,13306.37
4981,13561,23561,1,12,804,3104.54,1207.94
4982,2309,12309,2,52,1033,902.64,6406.57
4983,10943,20943,1,74,429,1984.43,2825.11
4984,5909,15909,2,71,914,707.14,11494.31
4985,3842,13842,2,100,296,2544.18,3920.46
4987,10818,7155,3,92,735,1206.38,3884.46
4988,561,915,3,4,593,4905.5,17597.03
4989,4102,14102,2,56,938,4817.5,18494.4
4991,12309,22309,2,2,390,2897.48,2557.36
4992,12452,22452,1,49,566,4917.1,19372.31
4993,2664,12664,1,79,443,2223.78,5068.1
4994,9103,19103,2,53,824,1489.19,8988.01
4995,13942,23942,1,85,451,1781.26,16083.54
4996,739,5050,3,69,526,4670.37,10815.61
4997,5625,15625,2,93,929,4152.41,6771.15
4998,13672,203,3,45,705,1057.3,6661.77
4999,13001,23001,1,33,563,488.71,18829.27
5001,8817,18817,1,60,1050,4549.83,12345.44
5002,2875,12875,1,29,140,4003.08,15166.34
5004,14528,24528,1,15,74,466.0,14628.58
5005,72,10072,2,41,1072,1601.24,11679.92
5006,14613,24613,2,52,920,898.18,13445.36
5007,8576,7181,3,6,808,899.13,16258.74
5008,10005,20005,2,27,736,332.97,14834.88
5009,9143,19143,1,18,932,592.77,2756.26
5010,6734,3786,3,41,84,962.81,18584.15
5011,13528,5840,3,71,475,4641.48,17644.1
5012,6981,16981,1,3,137,2246.03,7367.82
5013,6815,2081,3,76,371,4624.01,16593.36
5014,10084,20084,1,84,1003,4460.99,9193.02
5015,8948,18948,1,83,910,4706.86,13855.61
5016,6155,16155,1,94,512,4072.75,8319.49
5017,10443,20443,1,80,1031,3636.59,7045.17
5018,1417,11417,1,42,207,4584.76,7620.08
5019,14370,24370,1,52,228,3035.11,1541.46
5020,2751,1070,3,44,730,4982.09,7221.19
5021,12364,1742,3,45,185,1091.43,14405.77
5022,13263,3806,3,76,437,2334.95,9658.9
5024,4406,14406,1,98,1093,2594.48,14447.27
5025,3211,13211,1,16,418,3037.86,11455.35
5026,968,10968,1,93,1073,2937.32,5186.28
5027,1003,11003,1,89,757,3155.33,3931.16
5028,8729,18729,2,1,129,4082.84,1135.49
5029,5347,15347,1,58,1087,4354.09,8868.18
5031,4957,14957,2,4,174,1404.75,12699.65
5033,11985,21985,1,23,41,2091.81,14383.86
5034,10045,20045,2,88,217,4530.21,9670.92
5035,1933,2139,3,25,1015,3134.79,18254.4
5036,9881,19881,2,59,475,2431.03,19624.59
5037,4085,14085,1,62,718,2172.8,5798.46
5038,10654,20654,1,87,946,4587.39,9686.86
5039,11522,7373,3,73,993,921.1,12544.35
5040,10708,4154,3,77,526,3257.27,16154.07
5041,6827,16827,1,35,544,3667.49,19265.16
5044,1798,11798,2,59,105,2901.45,10235.44
5045,14916,24916,1,68,312,3385.57,7377.22
5046,7746,17746,2,5,938,3606.34,4259.3
5047,6727,16727,1,61,903,586.74,5724.77
5048,5287,15287,2,10,835,2927.07,13396.37
5049,10997,20997,1,42,684,4270.6,2129.99
5050,13540,23540,2,43,384,3144.18,15594.34
5051,8062,18062,2,21,372,1752.92,15052.97
5052,13531,23531,2,32,277,503.45,12859.96
5053,13868,23868,1,28,717,4425.71,13533.06
5054,1435,11435,1,54,502,951.84,2963.7
5055,7142,17142,2,3,925,617.26,17729.28
5056,6236,16236,2,7,1037,256.75,11608.54
5057,14076,5484,3,48,452,4528.8,3013.58
5058,2042,12042,2,78,82,3782.09,1412.46
5059,10740,20740,1,43,1087,2234.04,13416.95
5060,10185,20185,2,20,895,3579.31,13861.81
5061,7943,3623,3,76,813,3801.26,15403.09
5062,8442,18442,1,93,159,2044.5,1517.35
5063,3259,13259,1,27,249,2810.14,5110.76
5064,8993,18993,1,13,267,620.48,11109.83
5065,8373,562,3,43,169,3847.88,2744.48
5066,12209,4624,3,42,131,4030.33,11656.98
5067,1033,11033,2,46,562,2922.31,5148.77
5068,1563,11563,1,12,909,4216.88,10088.64
5069,14944,24944,1,40,491,4765.88,6406.24
5070,9092,19092,1,5,233,2255.29,6062.38
5071,12697,22697,1,69,510,1935.22,17279.88
5072,1690,7535,3,57,176,1619.67,5199.47
5073,8892,18892,2,70,489,2710.45,4890.43
5074,5836,15836,2,97,880,3058.74,19471.04
5076,2840,6823,3,56,939,1557.37,10304.3
5077,8524,7229,3,56,797,3959.57,13241.09
5078,11543,21543,1,27,739,3966.21,18692.61
5079,5262,7927,3,42,936,1185.33,15529.13
5080,7092,4948,3,79,1031,3521.22,7598.27
5081,11420,21420,2,31,636,808.19,6838.32
5082,12104,22104,1,96,586,1706.55,4315.54
5084,11003,21003,1,28,930,87.19,13523.66
5085,5950,15950,2,60,588,154.36,6238.21
5086,5466,15466,1,4,523,3007.19,18254.64
5087,5527,15527,2,78,214,3018.56,1129.24
5088,4815,4905,3,27,283,86.84,10878.42
5089,8889,18889,1,79,929,2188.77,2658.39
5090,13440,3581,3,75,851,3865.47,19201.56
5091,3575,13575,1,80,215,3906.41,17180.9
5092,11842,21842,2,30,137,4767.35,15578.08
5093,10524,3065,3,99,361,2685.79,15975.93
5094,8238,5682,3,10,475,3411.48,3870.36
5095,12607,22607,1,36,116,4755.69,8511.73
5096,14725,24725,2,79,694,4513.11,14182.76
5097,11751,21751,2,88,1088,1574.58,16425.54
5099,5660,15660,1,15,835,1015.35,19263.06
5100,2919,12919,2,13,490,1640.96,8235.86
5101,13081,23081,2,60,756,1259.36,16312.35
5102,48,7526,3,18,189,2213.3,10348.21
5103,11102,9180,3,67,89,4711.26,9983.79
5104,14504,24504,1,21,1044,806.34,10511.29
5105,10256,7820,3,55,65,3736.21,10683.94
5106,14233,24233,2,10,1029,1385.3,2253.83
5107,28,10028,2,65,719,237.34,6163.74
5108,426,10426,2,45,238,2809.93,19719.04
5109,1502,1156,3,32,390,4155.6,5654.24
5110,7150,96,3,35,1017,880.7,5824.22
5111,14946,24946,1,98,1089,114.0,8729.69
5112,13503,4276,3,36,850,2465.52,1743.06
5113,6719,16719,1,97,849,2452.07,9754.79
5114,4461,1090,3,33,840,2142.19,10833.61
5115,11844,21844,1,93,625,2710.52,19654.41
5116,14694,6204,3,28,50,3252.36,13799.23
5117,10197,20197,2,77,602,4902.01,2142.46
5119,7458,17458,2,82,547,3571.39,7586.07
5120,10732,20732,2,18,134,3604.95,1073.9
5121,587,2641,3,40,638,1648.85,8695.87
5122,13704,1554,3,15,40,1078.73,11843.33
5123,10880,20880,1,43,528,926.03,10015.73
5124,7356,17356,1,6,103,2525.17,3709.4
5125,12187,22187,1,78,954,4929.35,8868.0
5126,13738,333,3,58,677,1390.15,14082.1
5127,9634,6581,3,66,541,151.48,1851.15
5128,11471,6049,3,6,663,3750.84,741.43
5129,13301,7137,3,6,419,1666.69,5235.29
5130,1329,11329,2,85,1082,680.63,14051.8
5131,3905,13905,1,46,876,4969.58,9717.22
5132,3285,13285,2,39,156,4063.3,10475.08
5133,8231,18231,2,33,55,370.26,16963.85
5134,14022,5311,3,22,963,443.74,3858.78
5135,12154,22154,1,37,280,4215.37,835.59
5136,3377,8677,3,54,573,3943.46,17111.53
5137,5766,9816,3,6,966,2094.6,12463.41
5138,8887,8523,3,31,967,4307.92,7624.23
5139,3516,77,3,60,1083,345.49,17543.97
5140,9307,4786,3,96,842,3038.9,13744.27
5141,6994,16994,2,43,790,3360.52,16441.81
5142,12926,22926,1,41,437,1356.5,14199.52
5143,4156,7467,3,91,178,3776.73,7288.15
5145,3956,13956,1,65,70,4429.37,917.95
5146,3593,2356,3,56,429,951.88,8020.17
5147,7823,728,3,1,607,2125.14,19864.92
5148,6480,16480,2,87,884,150.67,17217.99
5149,4623,14623,2,75,449,3730.91,5071.14
5150,3731,5653,3,23,654,464.1,3849.86
5151,4072,14072,2,68,38,450.54,14033.66
5152,1775,11775,1,9,1076,404.07,1237.73
5153,9568,8213,3,88,644,3012.37,16613.64
5156,5986,5709,3,27,477,4941.26,16311.65
5157,11597,21597,2,64,955,4121.7,10613.74
5158,7299,17299,2,6,354,2599.61,4849.41
5159,7002,9173,3,33,444,3625.18,3662.28
5160,5291,2995,3,47,192,4561.67,8578.02
5161,4612,943,3,38,885,340.71,16759.52
5162,205,3666,3,81,877,1663.0,19636.93
5163,4289,14289,1,5,456,2773.6,16012.39
5164,7877,17877,2,96,892,464.07,8360.28
5165,1968,11968,1,22,447,1306.44,17602.62
5166,12459,8108,3,68,745,2370.9,18734.05
5167,7553,17553,2,72,855,1986.57,13204.43
5168,8006,18006,2,6,551,2029.43,3680.69
5169,924,10924,2,79,422,479.93,3728.48
5170,10556,20556,2,77,672,4568.02,14952.67
5171,12275,22275,2,74,401,4639.98,14987.28
5172,7144,17144,1,65,540,3195.86,5542.48
5174,761,9474,3,3,766,998.4,14712.16
5175,991,10991,2,95,839,2770.52,14883.51
5176,4168,14168,2,84,350,1476.5,7750.29
5178,9681,19681,2,74,778,475.07,3776.48
5179,7743,17743,2,70,462,1435.53,17942.35
5180,2494,12494,1,22,648,2898.88,17283.31
5181,1104,6115,3,39,253,3433.49,12775.28
5182,8563,18563,1,58,259,2009.3,1886.66
5183,5507,8849,3,67,901,2856.03,6754.46
5184,2230,1590,3,72,25,4808.34,3072.26
5185,13648,9225,3,94,456,683.23,10380.79
5186,9757,19757,1,76,1070,4828.31,12132.91
5187,125,3656,3,33,1056,3465.52,6395.96
5188,9291,9621,3,62,859,1969.71,9579.0
5189,11329,967,3,13,885,436.14,4365.79
5192,12154,22154,1,64,444,2459.49,14596.35
5193,9664,4896,3,33,618,4790.31,2563.66
5194,2423,12423,1,50,639,643.03,18027.56
5195,787,8519,3,70,768,4682.51,18644.92
5196,10572,20572,2,63,46,2358.55,14475.5
5197,3001,6789,3,58,978,958.95,10480.84
5198,8573,18573,2,10,1007,288.03,8895.06
5200,3568,13568,1,33,940,1074.75,7821.01
5201,4795,14795,2,94,542,4520.78,18084.5
5203,12725,22725,1,3,398,2038.25,13447.12
5204,12165,244,3,69,102,4011.53,19330.19
5205,13490,23490,1,90,33,2825.2,12243.89
5206,1815,11815,2,47,1075,596.7,17789.13
5207,8185,18185,2,55,442,2276.35,8710.59
5208,13206,23206,1,72,431,1756.79,8208.14
5209,8051,18051,2,88,854,2857.32,19021.43
5210,5576,15576,2,64,953,69.44,15055.91
5211,12015,22015,2,59,1008,2118.85,16449.76
5213,10887,7263,3,44,267,589.19,19878.7
5215,7587,3017,3,35,165,1630.38,10625.03
5216,7000,17000,1,62,897,4797.46,18464.81
5217,13776,23776,2,95,842,3730.83,17510.34
5218,13587,23587,2,60,769,241.88,2938.83
5220,11397,21397,1,61,504,1999.65,15083.92
5221,3764,13764,1,84,540,3976.98,6130.26
5222,5274,15274,2,50,732,2344.57,14494.64
5223,4585,9736,3,68,235,1919.74,6464.56
5225,10760,20760,2,22,244,2380.74,10372.94
5226,2698,12698,1,70,614,903.06,9634.07
5227,3093,5344,3,44,1054,377.92,14776.88
5228,8224,18224,2,85,650,4593.41,11270.39
5229,10985,20985,1,6,822,4907.18,19530.41
5230,13620,23620,1,22,1072,3400.56,17317.51
5232,11957,21957,2,65,1073,3205.43,761.7
5233,13773,2285,3,30,377,4344.47,3019.84
5234,3395,13395,2,32,1087,2852.43,16269.88
5235,13290,23290,1,42,660,4246.57,2075.42
5236,8131,18131,2,22,802,1146.75,2506.67
5237,663,10663,1,5,829,4739.28,5330.63
5239,1547,11547,2,17,565,4598.73,11958.34
5240,10305,6874,3,6,876,1785.52,11982.35
5241,4992,14992,2,65,238,3131.99,6637.05
5242,10079,20079,2,47,499,759.11,10175.02
5243,9703,638,3,40,673,960.28,17228.6
5244,3135,13135,1,39,113,4549.04,8307.76
5245,8710,18710,2,23,1026,657.08,14629.76
5246,12721,22721,1,53,650,3481.51,11434.52
5247,6752,16752,1,9,472,1865.59,17598.55
5248,8912,18912,2,73,992,1101.9,8886.93
5249,11252,7297,3,59,387,2056.55,10190.68
5250,2946,12946,2,68,1035,776.52,997.19
5251,2108,4449,3,15,889,1088.82,7141.45
5253,14772,24772,1,54,534,2286.72,12564.09
5254,9491,19491,2,1,403,3117.08,9262.18
5255,6787,16787,1,57,19,94.65,8606.15
5256,8661,18661,2,67,382,3153.42,1781.0
5257,1500,11500,2,98,453,4632.52,19988.87
5258,11535,7911,3,81,844,157.98,9942.88
5259,5350,15350,2,45,893,3528.63,13359.26
5260,9438,14,3,62,303,3982.59,2953.64
5262,11969,21969,1,37,921,1404.77,5882.9
5263,6553,5199,3,62,98,1608.54,11356.81
5264,2563,12563,2,83,927,1320.29,909.56
5265,14428,24428,2,1,878,4463.91,8683.61
5266,10390,25920,2,74,179,2905.6,8172.45
5267,7845,25367,2,43,118,3041.26,2491.72
5268,4744,14744,2,13,726,1151.78,3952.78
5269,1024,11024,1,53,1029,4936.84,3244.83
5270,2919,5054,3,64,1013,2467.91,19389.11
5271,7701,9307,3,94,469,1611.31,5530.24
5272,5146,15146,2,14,1035,679.76,7896.49
5273,14555,24555,1,89,1094,2732.67,3007.06
5274,13163,7468,3,27,861,3146.74,1631.1
5275,8716,18716,2,68,405,4925.0,926.36
5276,9555,19555,2,83,984,1405.85,4147.5
5277,8210,18210,2,18,962,2934.35,16030.27
5278,9063,25541,1,59,571,4294.36,6441.73
5279,10567,2222,3,85,307,1240.64,7693.49
5280,5077,9043,3,67,319,2227.66,3011.78
5281,10215,20215,2,91,808,2915.12,19816.79
5282,2466,12466,1,93,595,4184.61,4826.39
5283,11675,3834,3,4,103,1322.29,5814.2
5284,10480,20480,1,11,1012,3239.41,16067.11
5285,11941,21941,1,41,903,4104.14,6973.66
5286,5832,15832,2,25,581,589.25,3752.19
5287,142,9302,3,38,872,2986.92,18222.63
5288,5442,3752,3,42,642,2912.02,17969.19
5289,12908,22908,2,99,866,2496.63,4258.93
5290,14182,25416,2,39,365,2832.16,15116.03
5291,9460,19460,1,63,385,638.75,4350.47
5292,7858,1553,3,88,405,969.7,18751.4
5293,5251,15251,2,16,802,2948.16,12749.43
5295,11967,21967,2,23,768,98.66,6570.76
5296,7342,17342,1,23,461,4782.99,6727.28
5297,2699,4675,3,21,690,3114.8,14895.95
5299,8730,18730,1,18,896,2718.32,5120.15
5300,8098,18098,1,66,323,3935.81,18247.88
5301,5721,15721,1,9,886,3375.11,7022.54
5302,6978,16978,1,9,941,3992.52,8635.96
5303,14309,1744,3,20,1004,1071.03,14581.62
5304,5462,15462,1,40,1008,523.38,13624.29
5305,2317,12317,1,28,475,1795.35,11250.44
5307,11754,771,3,76,887,1360.97,11056.6
5308,2412,12412,2,11,993,3325.55,16588.73
5309,11467,21467,2,98,42,890.74,11495.98
5310,5174,15174,2,82,1062,2871.9,14454.79
5311,7293,7914,3,85,618,3504.23,10511.74
5312,8688,18688,1,8,153,1465.52,9999.11
5313,14633,24633,2,64,142,2518.33,11267.63
5314,6003,16003,1,32,867,1648.06,7056.46
5315,6178,16178,1,97,823,2428.85,6647.42
5316,11107,21107,2,28,512,2946.42,16202.15
5317,5847,15847,1,35,343,4598.56,16015.52
5318,7404,17404,1,35,1056,3503.98,14928.02
5319,4059,14059,1,53,703,694.86,17635.81
5320,4327,14327,2,70,364,4349.81,11131.36
5321,3113,13113,2,14,781,1401.71,14179.14
5322,14775,24775,2,74,953,642.01,16116.16
5323,8928,18928,2,92,331,1688.8,8226.95
5324,965,10965,2,54,88,4185.69,10115.34
5325,4927,14927,1,26,148,4449.16,19340.04
5326,6772,16772,1,86,384,4042.06,12294.91
5327,120,4761,3,5,351,2326.61,1689.35
5330,7153,4245,3,41,250,4510.64,1672.55
5331,7368,17368,1,73,1022,1949.4,5696.72
5334,8891,6267,3,32,1019,4676.73,6163.36
5335,4945,1246,3,1,464,4302.84,2914.92
5337,13957,7952,3,13,879,1278.87,10463.83
5339,2223,2754,3,84,22,3369.51,8556.38
5340,3919,9473,3,56,895,305.91,18733.8
5341,9918,19918,2,1,297,1118.45,17670.11
5342,3429,13429,1,49,92,2931.34,4633.64
5343,1987,11987,1,11,280,3621.26,11836.11
5344,5995,3792,3,54,229,4710.37,4360.99
