DATEID,DATE,YEAR,MONTH,QUARTER,DAYOFWEEK
774,2023-02-13,2023,2,1,0
775,2023-02-14,2023,2,1,1
776,2023-02-15,2023,2,1,2
777,2023-02-16,2023,2,1,3
778,2023-02-17,2023,2,1,4
779,2023-02-18,2023,2,1,5
780,2023-02-19,2023,2,1,6
781,2023-02-20,2023,2,1,0
782,2023-02-21,2023,2,1,1
783,2023-02-22,2023,2,1,2
784,2023-02-23,2023,2,1,3
785,2023-02-24,2023,2,1,4
786,2023-02-25,2023,2,1,5
787,2023-02-26,2023,2,1,6
788,2023-02-27,2023,2,1,0
789,2023-02-28,2023,2,1,1
790,2023-03-01,2023,3,1,2
791,2023-03-02,2023,3,1,3
792,2023-03-03,2023,3,1,4
793,2023-03-04,2023,3,1,5
794,2023-03-05,2023,3,1,6
795,2023-03-06,2023,3,1,0
796,2023-03-07,2023,3,1,1
797,2023-03-08,2023,3,1,2
798,2023-03-09,2023,3,1,3
799,2023-03-10,2023,3,1,4
800,2023-03-11,2023,3,1,5
801,2023-03-12,2023,3,1,6
802,2023-03-13,2023,3,1,0
803,2023-03-14,2023,3,1,1
804,2023-03-15,2023,3,1,2
805,2023-03-16,2023,3,1,3
806,2023-03-17,2023,3,1,4
807,2023-03-18,2023,3,1,5
808,2023-03-19,2023,3,1,6
809,2023-03-20,2023,3,1,0
810,2023-03-21,2023,3,1,1
811,2023-03-22,2023,3,1,2
812,2023-03-23,2023,3,1,3
813,2023-03-24,2023,3,1,4
814,2023-03-25,2023,3,1,5
815,2023-03-26,2023,3,1,6
816,2023-03-27,2023,3,1,0
817,2023-03-28,2023,3,1,1
818,2023-03-29,2023,3,1,2
819,2023-03-30,2023,3,1,3
820,2023-03-31,2023,3,1,4
821,2023-04-01,2023,4,2,5
822,2023-04-02,2023,4,2,6
823,2023-04-03,2023,4,2,0
824,2023-04-04,2023,4,2,1
825,2023-04-05,2023,4,2,2
826,2023-04-06,2023,4,2,3
827,2023-04-07,2023,4,2,4
828,2023-04-08,2023,4,2,5
829,2023-04-09,2023,4,2,6
830,2023-04-10,2023,4,2,0
831,2023-04-11,2023,4,2,1
832,2023-04-12,2023,4,2,2
833,2023-04-13,2023,4,2,3
834,2023-04-14,2023,4,2,4
835,2023-04-15,2023,4,2,5
836,2023-04-16,2023,4,2,6
837,2023-04-17,2023,4,2,0
838,2023-04-18,2023,4,2,1
839,2023-04-19,2023,4,2,2
840,2023-04-20,2023,4,2,3
841,2023-04-21,2023,4,2,4
842,2023-04-22,2023,4,2,5
843,2023-04-23,2023,4,2,6
844,2023-04-24,2023,4,2,0
845,2023-04-25,2023,4,2,1
846,2023-04-26,2023,4,2,2
847,2023-04-27,2023,4,2,3
848,2023-04-28,2023,4,2,4
849,2023-04-29,2023,4,2,5
850,2023-04-30,2023,4,2,6
851,2023-05-01,2023,5,2,0
852,2023-05-02,2023,5,2,1
853,2023-05-03,2023,5,2,2
854,2023-05-04,2023,5,2,3
855,2023-05-05,2023,5,2,4
856,2023-05-06,2023,5,2,5
857,2023-05-07,2023,5,2,6
858,2023-05-08,2023,5,2,0
859,2023-05-09,2023,5,2,1
860,2023-05-10,2023,5,2,2
861,2023-05-11,2023,5,2,3
862,2023-05-12,2023,5,2,4
863,2023-05-13,2023,5,2,5
864,2023-05-14,2023,5,2,6
865,2023-05-15,2023,5,2,0
866,2023-05-16,2023,5,2,1
867,2023-05-17,2023,5,2,2
868,2023-05-18,2023,5,2,3
869,2023-05-19,2023,5,2,4
870,2023-05-20,2023,5,2,5
871,2023-05-21,2023,5,2,6
872,2023-05-22,2023,5,2,0
873,2023-05-23,2023,5,2,1
874,2023-05-24,2023,5,2,2
875,2023-05-25,2023,5,2,3
876,2023-05-26,2023,5,2,4
877,2023-05-27,2023,5,2,5
878,2023-05-28,2023,5,2,6
879,2023-05-29,2023,5,2,0
880,2023-05-30,2023,5,2,1
881,2023-05-31,2023,5,2,2
882,2023-06-01,2023,6,2,3
883,2023-06-02,2023,6,2,4
884,2023-06-03,2023,6,2,5
885,2023-06-04,2023,6,2,6
886,2023-06-05,2023,6,2,0
887,2023-06-06,2023,6,2,1
888,2023-06-07,2023,6,2,2
889,2023-06-08,2023,6,2,3
890,2023-06-09,2023,6,2,4
891,2023-06-10,2023,6,2,5
892,2023-06-11,2023,6,2,6
893,2023-06-12,2023,6,2,0
894,2023-06-13,2023,6,2,1
895,2023-06-14,2023,6,2,2
896,2023-06-15,2023,6,2,3
897,2023-06-16,2023,6,2,4
898,2023-06-17,2023,6,2,5
899,2023-06-18,2023,6,2,6
900,2023-06-19,2023,6,2,0
901,2023-06-20,2023,6,2,1
902,2023-06-21,2023,6,2,2
903,2023-06-22,2023,6,2,3
904,2023-06-23,2023,6,2,4
905,2023-06-24,2023,6,2,5
906,2023-06-25,2023,6,2,6
907,2023-06-26,2023,6,2,0
908,2023-06-27,2023,6,2,1
909,2023-06-28,2023,6,2,2
910,2023-06-29,2023,6,2,3
911,2023-06-30,2023,6,2,4
912,2023-07-01,2023,7,3,5
913,2023-07-02,2023,7,3,6
914,2023-07-03,2023,7,3,0
915,2023-07-04,2023,7,3,1
916,2023-07-05,2023,7,3,2
917,2023-07-06,2023,7,3,3
918,2023-07-07,2023,7,3,4
919,2023-07-08,2023,7,3,5
920,2023-07-09,2023,7,3,6
921,2023-07-10,2023,7,3,0
922,2023-07-11,2023,7,3,1
923,2023-07-12,2023,7,3,2
924,2023-07-13,2023,7,3,3
925,2023-07-14,2023,7,3,4
926,2023-07-15,2023,7,3,5
927,2023-07-16,2023,7,3,6
928,2023-07-17,2023,7,3,0
929,2023-07-18,2023,7,3,1
930,2023-07-19,2023,7,3,2
931,2023-07-20,2023,7,3,3
932,2023-07-21,2023,7,3,4
933,2023-07-22,2023,7,3,5
934,2023-07-23,2023,7,3,6
935,2023-07-24,2023,7,3,0
936,2023-07-25,2023,7,3,1
937,2023-07-26,2023,7,3,2
938,2023-07-27,2023,7,3,3
939,2023-07-28,2023,7,3,4
940,2023-07-29,2023,7,3,5
941,2023-07-30,2023,7,3,6
942,2023-07-31,2023,7,3,0
943,2023-08-01,2023,8,3,1
944,2023-08-02,2023,8,3,2
945,2023-08-03,2023,8,3,3
946,2023-08-04,2023,8,3,4
947,2023-08-05,2023,8,3,5
948,2023-08-06,2023,8,3,6
949,2023-08-07,2023,8,3,0
950,2023-08-08,2023,8,3,1
951,2023-08-09,2023,8,3,2
952,2023-08-10,2023,8,3,3
953,2023-08-11,2023,8,3,4
954,2023-08-12,2023,8,3,5
955,2023-08-13,2023,8,3,6
956,2023-08-14,2023,8,3,0
957,2023-08-15,2023,8,3,1
958,2023-08-16,2023,8,3,2
959,2023-08-17,2023,8,3,3
960,2023-08-18,2023,8,3,4
961,2023-08-19,2023,8,3,5
962,2023-08-20,2023,8,3,6
963,2023-08-21,2023,8,3,0
964,2023-08-22,2023,8,3,1
965,2023-08-23,2023,8,3,2
966,2023-08-24,2023,8,3,3
967,2023-08-25,2023,8,3,4
968,2023-08-26,2023,8,3,5
969,2023-08-27,2023,8,3,6
970,2023-08-28,2023,8,3,0
971,2023-08-29,2023,8,3,1
972,2023-08-30,2023,8,3,2
973,2023-08-31,2023,8,3,3
974,2023-09-01,2023,9,3,4
975,2023-09-02,2023,9,3,5
976,2023-09-03,2023,9,3,6
977,2023-09-04,2023,9,3,0
978,2023-09-05,2023,9,3,1
979,2023-09-06,2023,9,3,2
980,2023-09-07,2023,9,3,3
981,2023-09-08,2023,9,3,4
982,2023-09-09,2023,9,3,5
983,2023-09-10,2023,9,3,6
984,2023-09-11,2023,9,3,0
985,2023-09-12,2023,9,3,1
986,2023-09-13,2023,9,3,2
987,2023-09-14,2023,9,3,3
988,2023-09-15,2023,9,3,4
989,2023-09-16,2023,9,3,5
990,2023-09-17,2023,9,3,6
991,2023-09-18,2023,9,3,0
992,2023-09-19,2023,9,3,1
993,2023-09-20,2023,9,3,2
994,2023-09-21,2023,9,3,3
995,2023-09-22,2023,9,3,4
996,2023-09-23,2023,9,3,5
997,2023-09-24,2023,9,3,6
998,2023-09-25,2023,9,3,0
999,2023-09-26,2023,9,3,1
1000,2023-09-27,2023,9,3,2
1001,2023-09-28,2023,9,3,3
1002,2023-09-29,2023,9,3,4
1003,2023-09-30,2023,9,3,5
1004,2023-10-01,2023,10,4,6
1005,2023-10-02,2023,10,4,0
1006,2023-10-03,2023,10,4,1
1007,2023-10-04,2023,10,4,2
1008,2023-10-05,2023,10,4,3
1009,2023-10-06,2023,10,4,4
1010,2023-10-07,2023,10,4,5
1011,2023-10-08,2023,10,4,6
1012,2023-10-09,2023,10,4,0
1013,2023-10-10,2023,10,4,1
1014,2023-10-11,2023,10,4,2
1015,2023-10-12,2023,10,4,3
1016,2023-10-13,2023,10,4,4
1017,2023-10-14,2023,10,4,5
1018,2023-10-15,2023,10,4,6
1019,2023-10-16,2023,10,4,0
1020,2023-10-17,2023,10,4,1
1021,2023-10-18,2023,10,4,2
1022,2023-10-19,2023,10,4,3
1023,2023-10-20,2023,10,4,4
1024,2023-10-21,2023,10,4,5
1025,2023-10-22,2023,10,4,6
1026,2023-10-23,2023,10,4,0
1027,2023-10-24,2023,10,4,1
1028,2023-10-25,2023,10,4,2
1029,2023-10-26,2023,10,4,3
1030,2023-10-27,2023,10,4,4
1031,2023-10-28,2023,10,4,5
1032,2023-10-29,2023,10,4,6
1033,2023-10-30,2023,10,4,0
1034,2023-10-31,2023,10,4,1
1035,2023-11-01,2023,11,4,2
1036,2023-11-02,2023,11,4,3
1037,2023-11-03,2023,11,4,4
1038,2023-11-04,2023,11,4,5
1039,2023-11-05,2023,11,4,6
1040,2023-11-06,2023,11,4,0
1041,2023-11-07,2023,11,4,1
1042,2023-11-08,2023,11,4,2
1043,2023-11-09,2023,11,4,3
1044,2023-11-10,2023,11,4,4
1045,2023-11-11,2023,11,4,5
1046,2023-11-12,2023,11,4,6
1047,2023-11-13,2023,11,4,0
1048,2023-11-14,2023,11,4,1
1049,2023-11-15,2023,11,4,2
1050,2023-11-16,2023,11,4,3
1051,2023-11-17,2023,11,4,4
1052,2023-11-18,2023,11,4,5
1053,2023-11-19,2023,11,4,6
1054,2023-11-20,2023,11,4,0
1055,2023-11-21,2023,11,4,1
1056,2023-11-22,2023,11,4,2
1057,2023-11-23,2023,11,4,3
1058,2023-11-24,2023,11,4,4
1059,2023-11-25,2023,11,4,5
1060,2023-11-26,2023,11,4,6
1061,2023-11-27,2023,11,4,0
1062,2023-11-28,2023,11,4,1
1063,2023-11-29,2023,11,4,2
1064,2023-11-30,2023,11,4,3
1065,2023-12-01,2023,12,4,4
1066,2023-12-02,2023,12,4,5
1067,2023-12-03,2023,12,4,6
1068,2023-12-04,2023,12,4,0
1069,2023-12-05,2023,12,4,1
1070,2023-12-06,2023,12,4,2
1071,2023-12-07,2023,12,4,3
1072,2023-12-08,2023,12,4,4
1073,2023-12-09,2023,12,4,5
1074,2023-12-10,2023,12,4,6
1075,2023-12-11,2023,12,4,0
1076,2023-12-12,2023,12,4,1
1077,2023-12-13,2023,12,4,2
1078,2023-12-14,2023,12,4,3
1079,2023-12-15,2023,12,4,4
1080,2023-12-16,2023,12,4,5
1081,2023-12-17,2023,12,4,6
1082,2023-12-18,2023,12,4,0
1083,2023-12-19,2023,12,4,1
1084,2023-12-20,2023,12,4,2
1085,2023-12-21,2023,12,4,3
1086,2023-12-22,2023,12,4,4
1087,2023-12-23,2023,12,4,5
1088,2023-12-24,2023,12,4,6
1089,2023-12-25,2023,12,4,0
1090,2023-12-26,2023,12,4,1
1091,2023-12-27,2023,12,4,2
1092,2023-12-28,2023,12,4,3
1093,2023-12-29,2023,12,4,4
1094,2023-12-30,2023,12,4,5
1095,2023-12-31,2023,12,4,6
